;nom;joueurs;age;duree_minutes;image_url
1027;Histoires De Peluches;2 — 4;7+;60 — 90;https://www.myludo.fr/img/jeux/1659685795/300/ba/26677.png
1028;Mice And Mystics - Chagrin & Souvenir;1 — 4;7+;80;https://www.myludo.fr/img/jeux/1756972642/300/ac/2175.png
1029;T.I.M.E Stories;2 — 4;12+;90+;https://www.myludo.fr/img/jeux/1747310468/300/ab/1088.png
1030;My Little Scythe;1 — 6;8+;45;https://www.myludo.fr/img/jeux/1725477110/300/ay/24599.png
1031;Scythe;1 — 5;14+;75 — 150;https://www.myludo.fr/img/jeux/1753049710/300/at/19395.png
1032;Scythe;1 — 5;14+;115;https://www.myludo.fr/img/jeux/1747310253/300/aa/147.png
1033;Mauw;2 — 6;7+;30;https://www.myludo.fr/img/jeux/1609973617/300/ax/23053.png
1034;Mow;2 — 10;7+;15;https://www.myludo.fr/img/jeux/1729522768/300/ai/8864.png
1035;Final Touch;2 — 4;8+;15;https://www.myludo.fr/img/jeux/1709886070/300/aa/703.png
1036;Le Roi Des Nains;3 — 5;10+;40;https://www.myludo.fr/img/jeux/1758984559/300/ae/4572.png
1037;Overseers;3 — 6;14+;30;https://www.myludo.fr/img/jeux/1722882657/300/as/18908.png
1038;Songbirds;1 — 4;8+;20;https://www.myludo.fr/img/jeux/1607122051/300/ax/23997.png
1039;The Mind;2 — 4;8+;20;https://www.myludo.fr/img/jeux/1709502692/300/ax/23301.png
1040;Solenia;1 — 4;10+;30 — 45;https://www.myludo.fr/img/jeux/1755522029/300/az/25845.png
