id_jeu;nom;nb_joueurs_min;nb_joueur_max;age_min;Unnamed: 5;lien_photo;extension;duree_min;duree_max;type;description
598;Chasseurs De Légendes;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1694899663/300/aa/702.png;;45;;Jeu familial;Chasseurs De Légendes t’invite à explorer un monde de créatures mythiques avec un système de cartes narratif. Tu dois gérer ton aventure tout en affrontant les imprévus. L’ambiance est immersive et pleine de surprises. Les choix influencent réellement l’histoire. C’est une expérience qui mélange aventure et légèreté.
723;Dice Forge;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1741723701/300/aa/43.png;;45;;Jeu de dés;Dice Forge te permet de forger tes propres dés pour créer les meilleures combinaisons possibles. La progression est satisfaisante et très visuelle. Les parties sont dynamiques, pleines de bonus et de nouveaux pouvoirs. Le système de personnalisation donne un vrai plaisir de construction. C’est un incontournable du jeu moderne.
58;Forêt Mixte;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1759999662/300/cr/69457.png;;45;;Jeu familial;Forêt Mixte te propose de créer un écosystème harmonieux en connectant animaux et habitats. Les combos sont subtils et demandent une vraie réflexion. L’ambiance est douce et très nature. Les illustrations ajoutent beaucoup au plaisir. C’est un jeu zen mais tactique.
218;Fragments;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1663251381/300/ca/52566.png;;45;;Jeu familial;Fragments te fait vivre des histoires en construisant ton personnage au fil de micro-scènes tirées de cartes. L’improvisation est au cœur du jeu et laisse place à la créativité. Les parties sont variées et très narratives. Le ton oscille entre humour et poésie. C’est une expérience originale et atmosphérique.
922;Kanagawa;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1752129952/300/aa/426.png;;45;;Jeu familial;Kanagawa t’invite dans l’atelier d’un maître peintre pour créer la plus belle estampe japonaise. Le tirage des cartes crée un vrai dilemme entre attendre ou prendre tout de suite. L’esthétique est superbe et apaisante. Les décisions sont simples mais importantes. C’est un jeu élégant et raffiné.
567;Le Désert Interdit;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1756067222/300/ac/2273.png;;45;;Jeu de dés;Le Désert Interdit te met dans la peau d’explorateurs tentant de survivre à une tempête de sable impitoyable. La coopération est essentielle pour fouiller, se déplacer et gérer l’eau. Les parties sont tendues du début à la fin. La montée de la tempête ajoute un vrai stress. C’est un excellent jeu coopératif.
258;Les Petites Bourgades;1.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1756069502/300/bj/35706.png;;45;;Jeu familial;Les Petites Bourgades te demande de construire un village en posant des bâtiments selon des schémas précis. Les ressources limitées créent une tension constante. Chaque erreur peut bloquer tout ton plan. Le jeu devient vite addictif grâce à sa simplicité et sa profondeur. C’est un puzzle de placement très réussi.
549;Lindisfarne;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1746852714/300/ay/24970.png;;45;;Jeu familial;Lindisfarne t’embarque dans une expédition viking où tu dois gérer voyages, explorations et alliances. Les objectifs Secrets rendent chaque choix incisif. Le jeu est rapide mais tactique. L’ambiance est historique et prenante. C’est un bon jeu de collection et d’optimisation.
457;Little Town;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1757237186/300/bg/32047.png;;45;;Jeu familial;Little Town transforme chaque tour en optimisation pure où tu places tes ouvriers pour récolter et construire. Le plateau restreint crée une compétition féroce. Les choix sont rapides mais cruciaux. L’ambiance est tranquille mais stratégique. C’est un très bon jeu de gestion accessible.
254;Lueur;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1741789654/300/bs/44381.png;;45;;Jeu familial;Lueur te plonge dans une quête teintée de poésie où tu recrutes des compagnons pour raviver la lumière. Les dés et les capacités créent une belle variété de choix. L’univers est unique et très immersif. Les illustrations renforcent le charme sombre mais doux du jeu. C’est une aventure envoûtante.
102;Mech A Dream;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1725710489/300/ci/60246.png;;45;;Jeu familial;Mech A Dream t’invite à construire un robot capable de rêver grâce à un système de programmation malin. Les actions simultanées rendent le jeu fluide. Les combos créent de belles satisfactions mécaniques. L’univers est mignon et futuriste. C’est un jeu familial très rafraîchissant.
424;Mississippi Queen;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1618681061/300/bd/29217.png;;45;;Jeu familial;Mississippi Queen te lance dans une course de bateaux à vapeur sur un fleuve plein de virages et d’obstacles. Gérer ta vitesse est essentiel pour rester en tête. Les interactions sont nombreuses et parfois brutales. Le jeu est fluide et très fun. On finit souvent dans un sprint final serré.
893;Pandemic;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1721479519/300/ba/26543.png;;45;;Jeu coopératif;Pandemic te fait incarner une équipe de spécialistes luttant contre la propagation mondiale de maladies. La pression est constante et la coopération indispensable. Chaque partie raconte une nouvelle crise. Le jeu est tendu mais très gratifiant. C’est un grand classique du coopératif.
889;Pandémie - Le Remède;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1763310224/300/ab/1390.png;;45;;Jeu familial;Pandémie - Le Remède reprend l’univers de Pandemic mais en version dés, plus rapide et nerveuse. Les lancers créent des situations tendues tout en gardant un côté fun. La coopération reste au cœur du jeu. Les parties sont courtes et pleines de rebondissements. C’est une excellente variation du classique.
83;Rauha;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1755429092/300/cj/61381.png;;45;;Jeu familial;Rauha te propose de développer ton monde spirituel en activant des créatures et des synergies. Le timing est essentiel pour optimiser tes points. Les illustrations apportent une ambiance apaisante. Le jeu est simple mais offre une jolie profondeur. C’est une expérience zen et stratégique.
820;Service Compris!;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1609174820/300/aa/736.png;;45;;Jeu familial;Service Compris! te plonge dans une lutte culinaire où les monstres tentent d’échapper à finir dans l’assiette. Les cartes créent de nombreuses interactions opportunistes. Le ton est humoristique et léger. Les parties sont courtes et souvent chaotiques. C’est un jeu fun et décalé.
429;Touché Poulet;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1605904329/300/ax/23550.png;;45;;Jeu familial;Touché Poulet te fait miser sur des combats de poulets totalement imprévisibles. Le fun vient des retournements absurdes provoqués par les cartes. L’ambiance est délirante. On rigole beaucoup des issues improbables. C’est parfait pour une soirée détente.
824;Istanbul;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1653314315/300/ab/1805.png;;50;;Jeu familial;Istanbul te met dans la peau d’un marchand parcourant le bazar pour optimiser tes déplacements et récolter des rubis. Le puzzle du déplacement est au cœur du jeu. Les choix sont nombreux mais toujours lisibles. L’ambiance orientale est très prenante. C’est un excellent jeu de gestion fluide et équilibré.
794;Andor;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1752842187/300/ac/2303.png;;60;;Jeu de stratégie;Andor te plonge dans une quête héroïque où chaque joueur incarne un héros défendant le royaume. Les scénarios évolutifs créent une vraie aventure. La coopération est serrée et la tension permanente. L’univers est riche et immersif. C’est un coopératif épique.
331;Carnival Of Monsters;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1718200079/300/bh/33488.png;;60;;Jeu de stratégie;Carnival Of Monsters te conduit dans une expédition fantastique où tu captures des créatures exotiques grâce à un système de draft. Les combos sont plaisants et les illustrations superbes. Le jeu mélange gestion, risques et collection. La tension monte à chaque saison. C’est un jeu très chouette pour les amateurs de fantasy.
242;Cartaventura - Vinland;1.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1753047505/300/bu/46261.png;;60;;Jeu de stratégie;Cartaventura - Vinland t’offre une aventure narrative où tes choix influencent la découverte du Nouveau Monde. Les embranchements créent une histoire différente à chaque tentative. L’ambiance est immersive et documentée. Le format compact est parfait pour jouer partout. C’est une expérience narrative accessible et captivante.
763;Chicago Express;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1604583211/300/ab/1388.png;;60;;Jeu abstrait;Chicago Express t’embarque dans un jeu ferroviaire où investissements et développement doivent être savamment équilibrés. Les enchères sont au cœur du système et très interactives. Le jeu est épuré mais redoutablement stratégique. Chaque décision compte énormément. C’est un must pour les amateurs d’économie.
933;Disque-Monde - Ankh-Morpork;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1711874613/300/ae/4457.png;;60;;Jeu de stratégie;Disque-Monde - Ankh-Morpork te plonge dans la ville loufoque créée par Terry Pratchett où intrigues et chaos règnent. Les cartes événement bouleversent sans cesse la partie. L’humour est omniprésent et fidèle à l’univers. Les rôles secrets rendent chaque partie imprévisible. C’est un jeu foutraque mais délicieux.
833;Galaxy Trucker;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1734863238/300/ad/3487.png;;60;;Jeu de stratégie;Galaxy Trucker te met aux commandes d’un vaisseau que tu construis à la va-vite avant de l’envoyer affronter l’espace. Le fun vient des catastrophes en chaîne qui détruisent ton merveilleux bricolage. Le rythme est frénétique et plein de surprises. C’est un jeu aussi chaotique que jouissif. On en redemande.
369;Gardens Of Babylon;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1757843321/300/bc/28729.png;;60;;Jeu de stratégie;Gardens Of Babylon te propose une course de semences sur un plateau en cascade où chaque choix influence les autres. Les placements créent une dynamique très interactive. Le jeu est simple mais profond. L’esthétique antique apporte un vrai charme. C’est un puzzle stratégique intéressant.
512;Intrigues À Venise;3.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1666662367/300/ac/2095.png;;60;;Jeu de stratégie;Intrigues À Venise te plonge dans un festival de mensonges, de rôles cachés et de manipulations dans les ruelles vénitiennes. Les débats sont au cœur du jeu. La tension est permanente car chacun défend sa version. Les retournements sont nombreux. C’est parfait pour les amateurs de bluff et de social.
634;Kaleidos;2.0;12.0;10.0;;https://www.myludo.fr/img/jeux/1697383815/300/aa/977.png;;60;;Jeu de stratégie;Kaleidos t’invite à trouver un maximum d’objets dans des illustrations foisonnantes en un temps limité. Les images débordent de détails amusants. Le stress monte rapidement quand le sablier s’écoule. Les listes finales provoquent souvent des éclats de rire. C’est un jeu d’observation frénétique et très convivial.
551;Le Donjon De Naheulbeuk;3.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1762280632/300/ag/6395.png;;60;;Jeu de stratégie;Le Donjon De Naheulbeuk te plonge dans l’univers parodique bien connu où tu guides une équipe de bras cassés. Les situations absurdes et les péripéties se succèdent. L’humour est omniprésent et fidèle à la saga. Les fans y trouveront plein de clins d’œil. C’est un jeu d’aventure fun et léger.
208;Oltréé;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1693152390/300/bo/40756.png;;60;;Jeu de stratégie;Oltréé te fait incarner des patrouilleurs protégeant un royaume contre divers dangers tout en résolvant des événements. La coopération est essentielle et les scénarios variés. L’univers est immersif et bien écrit. Les choix se succèdent à rythme soutenu. C’est un très beau jeu coopératif narratif.
946;Peak Oil;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1744965552/300/au/20618.png;;60;;Jeu de stratégie;Peak Oil t’emmène dans une lutte économique où tu dois gérer influence, pipelines et risques pour exploiter les dernières poches de pétrole. Les décisions sont rudes et très interactives. Le thème est original et bien exploité. Les parties sont tendues jusqu’au bout. C’est un jeu stratégique exigeant et captivant.
806;Photosynthesis;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1733393007/300/au/20072.png;;60;;Jeu de stratégie;Photosynthesis est un jeu de société de stratégie conçu par Hjalmar Hach et édité par Blue Orange en 2017.
197;Tichu;3.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1745644238/300/bx/49474.png;;60;;Jeu de stratégie;Tichu est un jeu de cartes exclusif classé principalement comme un jeu de perte qui comprend des éléments de Bridge, Daihinmin et Poker joués entre deux équipes de deux joueurs chacune. Les équipes travaillent pour accumuler des points et la première équipe à atteindre un score prédéterminé est la gagnante. Tichu est le nom commercial de ce qui semble être une variante de Dou di zhu, Choi Dai Di (cantonais) ou Da Lao Er (mandarin), signifiant « les deux grands », combiné avec Zheng Fen. Il est
169;Unlock! Mystery Adventures;1.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1721375193/300/aa/3.png;;60;;Escape game;Mystery Case Files est une série de jeux vidéo développée à l'origine par les studios internes de Big Fish Games. Des suites ont ensuite été développées par Elephant Games entre 2013 et 2014 et Eipix Entertainment entre 2015 et 2019. Les derniers opus ont été développés par GrandMA Studios depuis 2020. La série Mystery Case Files est connue pour ses énigmes d'objets cachés où, pour progresser dans un jeu, le joueur joue le rôle d'un maître détective et doit trouver un certain nombre d'objets.
75;Wingspan;1.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1755502555/300/cw/74434.png;;60;;Jeu de stratégie;"Wingspan est un jeu de société conçu par Elizabeth Hargrave et publié par Stonemaier Games en 2019. Il s'agit d'un jeu de société de construction de moteurs et de cartes dans lequel les joueurs s'affrontent pour attirer les oiseaux dans leurs réserves fauniques. Au cours du processus de développement du jeu, Hargrave a construit des cartes personnelles des oiseaux observés dans le Maryland, avec des statistiques provenant de diverses bases de données biologiques ; les pouvoirs spéciaux des"
416;Wingspan;1.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1753523933/300/bc/28349.png;;60;;Jeu de stratégie;"Wingspan est un jeu de société conçu par Elizabeth Hargrave et publié par Stonemaier Games en 2019. Il s'agit d'un jeu de société de construction de moteurs et de cartes dans lequel les joueurs s'affrontent pour attirer les oiseaux dans leurs réserves fauniques. Au cours du processus de développement du jeu, Hargrave a construit des cartes personnelles des oiseaux observés dans le Maryland, avec des statistiques provenant de diverses bases de données biologiques ; les pouvoirs spéciaux des"
992;Catan;3.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1733906574/300/at/19279.png;;75;;Jeu de stratégie;Catan, anciennement connu sous le nom de The Settlers of Catan ou simplement Settlers, est un jeu de société multijoueur conçu par Klaus Teuber. Il a été publié pour la première fois en 1995 en Allemagne par Franckh-Kosmos Verlag (Kosmos) sous le titre Die Siedler von Catan. Les joueurs incarnent des colons, chacun tentant de construire et de développer des propriétés tout en échangeant et en acquérant des ressources. Les joueurs gagnent des points de victoire à mesure que leurs colonies se
899;Cyclades;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1672267292/300/ah/7225.png;;90;;Jeu expert;Cyclades is a 2009 board game published by Matagot.
898;Cyclades - Titans;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1655370827/300/ab/1606.png;;90;;Jeu expert;Cyclades est un jeu de plateau de Bruno Cathala et Ludovic Maublanc, illustré par Miguel Coimbra et paru chez Matagot en 2009. Dans ce jeu de développement et de conquête, chaque joueur incarne le chef d’une cité-état de la Grèce antique encore non unifiée : Sparte, Athènes, Corinthe, Thèbes et Argos. Leur but est de se développer et de s’affronter dans l’archipel des Cyclades avec l’aide des Dieux et de créatures mythologiques afin d’assurer leur suprématie. Le jeu a connu trois extensions de
443;Dinosaur Island;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1649704833/300/bg/32172.png;;90;;Jeu expert;
554;Les Chevaliers De La Table Ronde;3.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1734073795/300/an/13912.png;;90;;Jeu expert;Shadows over Camelot est un jeu de société sur le thème arthurien conçu par Serge Laget et Bruno Cathala, illustré par Julien Delval et Cyrille Daujean. Le jeu a été dévoilé par les éditeurs Days of Wonder à l'American International Toy Fair 2005 et a été diffusé plus largement en mai et juin 2005. Le jeu a également été publié en français sous le titre Les Chevaliers de la Table Ronde et en allemand sous le titre Schatten über Camelot. En 2008, une extension pour Shadows over Camelot a été
989;Les Colons De Catane - La Légende Des Pirates;3.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1720426004/300/ax/23558.png;;90;;Jeu expert;
516;Mexica;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1744820979/300/at/19115.png;;90;;Jeu expert;Mexica est un jeu de société conçu par Wolfgang Kramer et Michael Kiesling et publié en 2002 par Ravensburger en allemand et Rio Grande Games en anglais. Mexica a reçu le 5e prix du Deutscher Spiele Preis 2002.
993;Munchkin Zombies;3.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1724097752/300/ad/3711.png;;90;;Jeu expert;Munchkin est un jeu de cartes dédié de Steve Jackson Games, écrit par Steve Jackson et illustré par John Kovalic. Il s'agit d'une version humoristique des jeux de rôle, basée sur le concept des munchkins.
970;Battlestar Galactica;3.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1715534128/300/ai/8295.png;;180;;Confrontation / duel;Battlestar Galactica : The Board Game est un jeu de société créé par Corey Konieczka et publié pour la première fois par Fantasy Flight Games en 2008, basé sur la série Battlestar Galactica de 2004. Les joueurs incarnent les personnages de la série, essayant de guider le Galactica et sa flotte jusqu'à leur destination, tout en combattant les Cylons et d'autres crises qui le menacent. Un ou plusieurs joueurs sont des Cylons secrètement ennemis, qui gagnent si les humains ne parviennent pas à
969;Battlestar Galactica - Pegasus;3.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1745395607/300/ah/7151.png;;180;;Confrontation / duel;Battlestar Galactica: The Board Game is a board game created by Corey Konieczka and first published by Fantasy Flight Games in 2008 based on the 2004 Battlestar Galactica series. Players take the roles of characters from the series, trying to guide the Galactica and its fleet to its destination, while combating the Cylons and other crises threatening it. One or more players are secretly enemy Cylons, who win if the humans fail to achieve their objective.
843;Outlaws - Last Man Standing;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1685485545/300/av/21186.png;;15;20.0;Jeu familial;
1024;Docteur Pilule;4.0;10.0;10.0;;https://www.myludo.fr/img/jeux/1675687428/300/aa/259.png;;15;30.0;Jeu d'ambiance;
574;Hive Pocket;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1619762466/300/ad/3632.png;;15;30.0;Jeu familial;Hive (Ruche) est un jeu de société créé par John Yianni et publié en 2001 par une maison d'édition fondée par lui à Londres, Gen Four Two Games. Il s'agit d'un jeu de stratégie, plus précisément d'un jeu de placement, au cours duquel chaque joueur place ou déplace des pièces représentant divers insectes. Le but du jeu est de capturer la reine abeille adverse en l'entourant de tous les côtés. Chaque pièce se déplace d'une façon différente, et certaines pièces possèdent des capacités spéciales.
362;Oriflamme;3.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1741724216/300/bj/35222.png;;15;30.0;Jeu familial;Oriflamme est un jeu de société de Adrien et Axel Hesling sorti en 2019. Il a remporté l'As d'or du jeu de l'année 2020.
54;Ratjack;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1732613935/300/cx/75537.png;;15;30.0;Jeu familial;
697;Robin Wood;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1652293744/300/az/25064.png;;15;30.0;Jeu familial;The Legend of Robin Hood is a board game published by Operational Studies Group (OSG) in 1979, and later republished by Avalon Hill that is based on the legendary outlaw Robin Hood and his nemesis, the Sheriff of Nottingham.
279;MicroMacro Crime City;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1735239726/300/bq/42016.png;;15;45.0;Jeu familial;MicroMacro : Crime City est un jeu d'objets cachés coopératif de résolution de crime conçu par Johannes Sich et publié en 2020 par Edition Spielwiese. Le jeu a reçu des critiques positives et a remporté le Spiel des Jahres en 2021. Trois suites sont sorties après le succès du jeu, comme MicroMacro : Crime City – Full House en août 2021.
188;Las Vegan;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1757598686/300/ca/52334.png;;20;30.0;Jeu familial;Las Vegan est un jeu de rapidité et de perception où les joueurs doivent récupérer les bons jetons en fonction de combinaisons visuelles apparaissant au centre de la table. Le rythme soutenu crée une ambiance frénétique et très interactive. Les erreurs sont fréquentes, ce qui génère de nombreux fous rires. Le matériel coloré rend le jeu immédiatement attractif. C’est un titre simple, dynamique et parfait pour animer une soirée.
12;Présages;4.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1762534962/300/dc/80650.png;;20;30.0;Jeu d'ambiance;Présages est un jeu de cartes où les joueurs interprètent des symboles mystérieux pour anticiper les événements à venir. Chaque choix influence subtilement la résolution des tours et demande une bonne capacité d’observation. L’atmosphère est volontairement énigmatique, presque divinatoire. Les parties sont rapides mais laissent de la place à la lecture psychologique des adversaires. C’est un petit jeu original, immersif et très malin.
157;Riftforce;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1650273818/300/bp/41947.png;;20;30.0;Jeu familial;Riftforce est un jeu de duel stratégique où chaque joueur assemble des guildes élémentaires aux pouvoirs uniques pour contrôler des zones. Les synergies entre factions offrent une grande variété de tactiques possibles. Les affrontements sont tendus et demandent un sens aigu du timing. Chaque action compte et la moindre erreur peut être décisive. C’est un excellent jeu à deux, à la fois épuré, profond et hautement rejouable.
144;Galèrapagos - Tribu Et Personnages;3.0;12.0;10.0;;https://www.myludo.fr/img/jeux/1659693592/300/bf/31473.png;;20;40.0;Jeu familial;Galèrapagos – Tribu et Personnages est une extension qui enrichit le jeu original avec des rôles asymétriques et une dimension de clans. Les capacités spéciales rendent les interactions plus marquées et les alliances plus instables. Cela intensifie la tension déjà présente dans ce jeu de survie semi-coopératif. Les parties deviennent plus imprévisibles et plus narratives. C’est une extension parfaite pour renouveler et dynamiser Galèrapagos.
71;Secret Identity;3.0;8.0;10.0;;https://www.myludo.fr/img/jeux/1714587554/300/cy/76998.png;;20;40.0;Jeu familial;Secret Hitler is a hidden identity social deduction party game developed by Goat, Wolf, & Cabbage LLC, manufactured by Breaking Games and distributed by Blackbox. The board game was designed by Max Temkin, Mike Boxleiter and Tommy Maranges, with artwork created by Mackenzie Schubert, and first released on August 25, 2016. In Secret Hitler, players assume the roles of liberals and fascists in the Reichstag of the Weimar Republic, with one player becoming Hitler. To win the game, both parties are
408;Kahuna;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1619790514/300/az/25995.png;;30;40.0;Jeu familial;Kahuna est un jeu de société créé par Günter Cornett (de) en 1998 et édité par Kosmos.
724;Kahuna;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1619790581/300/ak/10396.png;;30;40.0;Jeu familial;Kahuna est un jeu de société créé par Günter Cornett (de) en 1998 et édité par Kosmos.
56;Les Charlatans De Belcastel – Le Duel;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1757048812/300/cx/75751.png;;30;40.0;Confrontation / duel;BoardGameGeek, abrégé en BGG, est un site web américain d'information sur les jeux de société mis en ligne en 2000.
281;Cartographers;1.0;;10.0;;https://www.myludo.fr/img/jeux/1718902995/300/bk/36898.png;;30;45.0;Roll & Write;Cartographers est un jeu de société roll and write conçu par Jordy Adan et publié en 2019 par Thunderworks Games. Il fait partie de l'univers Roll Player. Dans le jeu, les joueurs visent à dessiner des terrains basés sur des cartes tirées qui attribuent des points en fonction des cartes lettres pertinentes. Le jeu a reçu des critiques positives et a été nominé pour le Kennerspiel des Jahres, mais a perdu contre The Crew. Il a également été finaliste à Parks pour le meilleur jeu familial des
170;Cascadia;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1728118289/300/bz/51951.png;;30;45.0;Jeu familial;Cascadia est un jeu de société 2021 conçu par Randy Flynn et publié par Flatout Games. Dans Cascadia, les joueurs sélectionnent et ajoutent des jetons habitat et des jetons faune correspondants pour marquer des points de victoire en fonction de diverses conditions de notation. À sa sortie, Cascadia a reçu un succès critique, les critiques louant ses composants, son accessibilité et sa stratégie, mais notant également son manque d'interaction avec les joueurs. Cascadia a remporté le Spiel des
819;Not Alone;2.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1741868894/300/aa/408.png;;30;45.0;Jeu familial;
1040;Solenia;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1755522029/300/az/25845.png;;30;45.0;Jeu familial;Solenia est un jeu de société créé par Sébastien Dujardin, illustré par Vincent Dutrait et édité chez Pearl games en 2018. En 2019, le jeu a été en lice pour l'As d'or Jeu de l'année mais il ne l'a finalement pas gagné.
793;Andor - Chada & Thorn;2.0;2.0;10.0;;https://www.myludo.fr/img/jeux/1736072183/300/aa/552.png;;30;60.0;Jeu de stratégie;Andor est un jeu de société de fantasy créé par Michael Menzel.
609;Arboria;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1611930998/300/aa/45.png;;30;60.0;Jeu de stratégie;Arboria est un jeu rogue-lite 3D dark fantasy développé par Dreamplant et publié par All in! Jeux. Le jeu est sorti pour Microsoft Windows en accès anticipé sur Steam en mai 2020. Une version complète était prévue pour 2021.
437;Between Two Castles Of Mad King Ludwig;2.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1725622456/300/ba/26978.png;;30;60.0;Jeu de stratégie;
44;Billabong;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1721785792/300/az/25427.png;;30;60.0;Jeu de stratégie;
926;Bohnanza;2.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1564070857/300/aq/16614.png;;30;60.0;Jeu de stratégie;Bohnanza est un jeu de cartes de style allemand basé sur les mécanismes de jeu du commerce et de la politique, conçu par Uwe Rosenberg et publié en 1997 par Amigo Spiele et par Rio Grande Games. On y joue avec un jeu de cartes avec des illustrations comiques de onze types différents de haricots de rareté variable, que les joueurs tentent de planter et de vendre pour gagner de l'argent. La principale restriction est que les joueurs ne peuvent cultiver que deux ou trois types de haricots à la
927;Bohnanza;2.0;5.0;10.0;;https://www.myludo.fr/img/jeux/1748874959/300/ax/23157.png;;30;60.0;Jeu de stratégie;Bohnanza est un jeu de cartes de style allemand basé sur les mécanismes de jeu du commerce et de la politique, conçu par Uwe Rosenberg et publié en 1997 par Amigo Spiele et par Rio Grande Games. On y joue avec un jeu de cartes avec des illustrations comiques de onze types différents de haricots de rareté variable, que les joueurs tentent de planter et de vendre pour gagner de l'argent. La principale restriction est que les joueurs ne peuvent cultiver que deux ou trois types de haricots à la
396;Ceylan;2.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1667549035/300/bh/33840.png;;30;60.0;Jeu de stratégie;
976;Citadelles;2.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1699855771/300/at/19557.png;;30;60.0;Jeu de stratégie;Citadelles est un jeu de cartes à l'allemande, conçu par Bruno Faidutti, initialement publié en français sous le titre Citadelles par MultiSim en 2000, illustré par Julien Delval, Florence Magnin, Jean-Louis Mourier et Cyrille Daujean en tant que graphiste pour la première édition. Quelque temps plus tard, Citadelles fut publié en allemand sous le titre Ohne Furcht und Adel, qui signifie « Sans peur ni noblesse ».
977;Citadelles;2.0;7.0;10.0;;https://www.myludo.fr/img/jeux/1721479627/300/at/19544.png;;30;60.0;Jeu de stratégie;Citadelles est un jeu de cartes à l'allemande, conçu par Bruno Faidutti, initialement publié en français sous le titre Citadelles par MultiSim en 2000, illustré par Julien Delval, Florence Magnin, Jean-Louis Mourier et Cyrille Daujean en tant que graphiste pour la première édition. Quelque temps plus tard, Citadelles fut publié en allemand sous le titre Ohne Furcht und Adel, qui signifie « Sans peur ni noblesse ».
116;Cóatl;1.0;4.0;10.0;;https://www.myludo.fr/img/jeux/1739960151/300/bl/37641.png;;30;60.0;Jeu de stratégie;Coatl est un mot nahuatl signifiant « serpent ». C'est le nom d'un des signes diurnes du calendrier aztèque. Il peut également faire référence à : Coatl, un personnage du roman de 1945, Capitaine de Castille (roman) Apparaît également dans l'adaptation cinématographique de 1947, Capitaine de Castille Couatl, un type de créature dans le jeu de rôle fantastique Donjons & Dragons Coatl (bois), un type de bois également utilisé en médecine traditionnelle Lamborghini Coatl, un véhicule concept
581;Colt Express;2.0;6.0;10.0;;https://www.myludo.fr/img/jeux/1730529662/300/bc/28851.png;;30;60.0;Jeu de stratégie;Colt Express est un jeu de société familial sur le thème du chemin de fer conçu par Christophe Raimbault, illustré par Ian Parovel et Jordi Valbuena, édité en 2014 par Ludonaute et distribué par Asmodee.
